ident,iata_code,type,name,iso_country,latitude_deg,longitude_deg,elevation_ft,runway_count,max_runway,avg_runway
5A8,WKK,medium_airport,Aleknagik / New Airport,US,59.2826004028,-158.617996216,66.0,1,2040.0,2040.0
AGGH,HIR,large_airport,Honiara International Airport,SB,-9.428,160.054993,28.0,1,7218.0,7218.0
AGGM,MUA,medium_airport,Munda Airport,SB,-8.32797,157.263,10.0,1,4593.0,4593.0
AHJ,AHJ,medium_airport,Hongyuan Airport,CN,32.53154,102.35224,11600.0,1,11811.0,11811.0
ANYN,INU,medium_airport,Nauru International Airport,NR,-0.547458,166.919006,22.0,1,7054.0,7054.0
AXF,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,CN,38.74831,105.58858,4560.0,1,7874.0,7874.0
AYBK,BUA,medium_airport,Buka Airport,PG,-5.422319889068604,154.67300415039062,11.0,1,5125.0,5125.0
AYCH,CMU,medium_airport,Chimbu Airport,PG,-6.024290084838867,144.9709930419922,4974.0,1,3330.0,3330.0
AYDU,DAU,medium_airport,Daru Airport,PG,-9.08676,143.207993,20.0,1,4593.0,4593.0
AYGA,GKA,medium_airport,Goroka Airport,PG,-6.081689834590001,145.391998291,5282.0,2,5400.0,4691.5
AYGN,GUR,medium_airport,Gurney Airport,PG,-10.3114995956,150.333999634,88.0,1,5546.0,5546.0
AYGR,PNP,medium_airport,Girua Airport,PG,-8.80453968048,148.309005737,311.0,1,5485.0,5485.0
AYHK,HKN,medium_airport,Hoskins Airport,PG,-5.463846,150.407327,66.0,1,6644.0,6644.0
AYKM,KMA,medium_airport,Kerema Airport,PG,-7.96361017227,145.770996094,10.0,1,3044.0,3044.0
AYKV,KVG,medium_airport,Kavieng Airport,PG,-2.57940006256,150.807998657,7.0,1,5592.0,5592.0
AYMD,MAG,medium_airport,Madang Airport,PG,-5.20707988739,145.789001465,20.0,1,5174.0,5174.0
AYMH,HGU,medium_airport,Mount Hagen Kagamuga Airport,PG,-5.828212,144.299412,5388.0,2,7185.0,5392.0
AYMN,MDU,medium_airport,Mendi Airport,PG,-6.14774,143.656998,5680.0,1,4411.0,4411.0
AYMO,MAS,medium_airport,Momote Airport,PG,-2.06189,147.423996,12.0,1,6136.0,6136.0
AYNZ,LAE,medium_airport,Nadzab Airport,PG,-6.569803,146.725977,239.0,1,7999.0,7999.0
AYPY,POM,large_airport,Port Moresby Jacksons International Airport,PG,-9.44338035583496,147.22000122070312,146.0,2,9022.0,6823.5
AYTK,RAB,medium_airport,Tokua Airport,PG,-4.34046,152.380005,49.0,1,5643.0,5643.0
AYVN,VAI,medium_airport,Vanimo Airport,PG,-2.6926,141.3028,10.0,1,5775.0,5775.0
AYWD,WBM,medium_airport,Wapenamanda Airport,PG,-5.635293,143.892231,5889.0,1,5052.0,5052.0
AYWK,WWK,medium_airport,Wewak International Airport,PG,-3.58383011818,143.669006348,19.0,1,5234.0,5234.0
AZ-0011,FZL,medium_airport,Fuzuli International Airport,AZ,39.594578,47.196128,1247.0,1,9843.0,9843.0
BG-JAM,JAM,medium_airport,Bezmer Air Base,BG,42.4548988342,26.3521995544,509.0,1,8193.0,8193.0
BGAA,JEG,medium_airport,Aasiaat Airport,GL,68.721802,-52.784698,74.0,1,2621.0,2621.0
BGBW,UAK,medium_airport,Narsarsuaq Airport,GL,61.1605,-45.425999,112.0,1,6004.0,6004.0
BGGH,GOH,medium_airport,Nuuk Airport,GL,64.193022,-51.676512,283.0,2,3117.0,3023.5
BGKK,KUS,medium_airport,Kulusuk Airport,GL,65.573601,-37.1236,117.0,1,3934.0,3934.0
BGSF,SFJ,medium_airport,Kangerlussuaq Airport,GL,67.010446,-50.715294,165.0,1,9219.0,9219.0
BGSS,JHS,medium_airport,Sisimiut Airport,GL,66.951302,-53.729301,33.0,1,2621.0,2621.0
BGTL,THU,medium_airport,Thule Air Base,GL,76.531197,-68.703201,251.0,2,9997.0,9997.0
BIAR,AEY,medium_airport,Akureyri Airport,IS,65.66000366210938,-18.07270050048828,6.0,1,7874.0,7874.0
BIEG,EGS,medium_airport,Egilsstaðir Airport,IS,65.2833023071289,-14.401399612426758,76.0,1,6562.0,6562.0
BIHN,HFN,medium_airport,Hornafjörður Airport,IS,64.295601,-15.2272,24.0,1,4921.0,4921.0
BIHU,HZK,medium_airport,Húsavík Airport,IS,65.952301,-17.426001,48.0,1,5266.0,5266.0
BIIS,IFJ,medium_airport,Ísafjörður Airport,IS,66.05809783935547,-23.135299682617188,8.0,1,4593.0,4593.0
BIKF,KEF,large_airport,Keflavik International Airport,IS,63.985001,-22.6056,171.0,2,10056.0,10038.0
BIRK,RKV,medium_airport,Reykjavik Airport,IS,64.1299972534,-21.9405994415,48.0,3,5141.0,4108.666666666667
BISI,SIJ,medium_airport,Siglufjörður Airport,IS,66.137847,-18.908157,10.0,1,3556.0,3556.0
BIVM,VEY,medium_airport,Vestmannaeyjar Airport,IS,63.42430114746094,-20.27890014648437,326.0,2,3934.0,3870.0
BKPR,PRN,medium_airport,Priština Adem Jashari International Airport,XK,42.5728,21.035801,1789.0,1,9974.0,9974.0
BR-0569,VDC,medium_airport,Glauber de Andrade Rocha Airport,BR,-14.907885,-40.914804,2940.0,1,6890.0,6890.0
BTZ,BTZ,medium_airport,Betong International Airport,TH,5.79,101.15,761.0,1,5906.0,5906.0
BY-0001,TXC,medium_airport,Orsha Airport - Balbasovo Air Base,BY,54.439999,30.2967,620.0,1,9845.0,9845.0
CAJ4,YAA,medium_airport,Anahim Lake Airport,CA,52.451501,-125.303776,3635.0,2,3930.0,3334.0
CAZ5,YZA,medium_airport,Cache Creek-Ashcroft Regional Airport,CA,50.775258,-121.321314,2034.0,1,3280.0,3280.0
CBBC,ZEL,medium_airport,Bella Bella (Campbell Island) Airport,CA,52.185001,-128.156994,141.0,1,3700.0,3700.0
CL-0015,WCH,medium_airport,Nuevo Chaitén Airport,CL,-42.781943,-72.834999,95.0,1,3937.0,3937.0
CN-0024,ZQZ,medium_airport,Zhangjiakou Ningyuan Airport,CN,40.738602,114.93,2347.0,1,8202.0,8202.0
CN-0027,BSD,medium_airport,Baoshan Yunrui Airport,CN,25.053301,99.168297,5453.0,1,7874.0,7874.0
CN-0040,LNJ,medium_airport,Lincang Boshang Airport,CN,23.7381,100.025002,6230.0,1,7874.0,7874.0
CN-0046,RKZ,medium_airport,Xigaze Peace Airport / Shigatse Air Base,CN,29.3519,89.311401,3782.0,2,16404.0,13123.5
CN-0050,PZI,medium_airport,Panzhihua Bao'anying Airport,CN,26.54,101.79852,1620.0,1,9186.0,9186.0
CN-0061,FUO,medium_airport,Foshan Shadi Airport,CN,23.0833,113.07,6.0,1,9186.0,9186.0
CN-0067,XAI,medium_airport,Xinyang Minggang Airport,CN,32.540819,114.079141,312.0,1,8858.0,8858.0
CN-0068,HUZ,medium_airport,Huizhou Pingtan Airport,CN,23.049999,114.599998,50.0,1,7874.0,7874.0
CN-0079,HSC,medium_airport,Shaoguan Danxia Airport,CN,24.9786,113.420998,280.0,1,9186.0,9186.0
CN-0080,,medium_airport,Suixi Air Base,CN,21.3958,110.199997,,1,9186.0,9186.0
CN-0081,JGS,medium_airport,Jinggangshan Airport,CN,26.856899,114.737,281.0,1,8530.0,8530.0
CN-0082,AEB,medium_airport,Baise Youjiang Airport,CN,23.7206,106.959999,490.0,1,8202.0,8202.0
CN-0089,LYG,medium_airport,Lianyungang Huaguoshan International Airport,CN,34.41406,119.17899,,1,9186.0,9186.0
CN-0090,,medium_airport,Cangxian Air Base,CN,38.403025,116.930924,,1,8235.0,8235.0
CN-0091,DOY,medium_airport,Dongying Shengli Airport,CN,37.5085983276,118.788002014,15.0,1,9186.0,9186.0
CN-0113,AAT,medium_airport,Altay Xuedu Airport,CN,47.749886,88.085808,2460.0,1,7218.0,7218.0
CN-0130,THQ,medium_airport,Tianshui Maijishan Airport,CN,34.559399,105.860001,3590.0,1,9186.0,9186.0
CN-0149,,medium_airport,Fuzhou Air Base,CN,26.0044,119.311996,,1,7874.0,7874.0
CN-0188,NAY,medium_airport,Beijing Nanjiao Airport,CN,39.48595,116.37236,,1,12467.0,12467.0
CN-0189,DDG,medium_airport,Dandong Langtou Airport,CN,40.0247,124.286003,30.0,1,8530.0,8530.0
CN-0316,,medium_airport,Chenghu General Airport,CN,31.215334,120.789328,,1,2146.0,2146.0
CN-0353,ZHA,medium_airport,Zhanjiang Wuchuan Airport,CN,21.481667,110.590278,,1,10499.0,10499.0
CN-NTG,NTG,medium_airport,Nantong Xingdong International Airport,CN,32.070801,120.975998,16.0,1,11155.0,11155.0
CNC3,,medium_airport,Brampton-Caledon Airport,CA,43.7603,-79.875,935.0,2,3500.0,3000.0
CYAC,YAC,medium_airport,Cat Lake Airport,CA,51.72719955444336,-91.82440185546876,1344.0,1,3900.0,3900.0
CYAG,YAG,medium_airport,Fort Frances Municipal Airport,CA,48.655749,-93.44349,1125.0,2,4500.0,3550.0
CYAH,YAH,medium_airport,La Grande-4 Airport,CA,53.754699707,-73.6753005981,1005.0,1,5000.0,5000.0
CYAL,YAL,medium_airport,Alert Bay Airport,CA,50.582199,-126.916,240.0,1,2900.0,2900.0
CYAM,YAM,medium_airport,Sault Ste Marie Airport,CA,46.485001,-84.509399,630.0,2,6000.0,6000.0
CYAQ,XKS,medium_airport,Kasabonika Airport,CA,53.52470016479492,-88.6427993774414,672.0,1,3500.0,3500.0
CYAS,YKG,medium_airport,Kangirsuk Airport,CA,60.02719879150391,-69.99919891357422,403.0,1,3521.0,3521.0
CYAT,YAT,medium_airport,Attawapiskat Airport,CA,52.9275016784668,-82.43190002441406,31.0,1,3500.0,3500.0
CYAV,,medium_airport,Winnipeg / St. Andrews Airport,CA,50.0564,-97.032501,760.0,3,3000.0,2950.0
CYAX,,medium_airport,Lac Du Bonnet Airport,CA,50.294399,-96.010002,850.0,1,3600.0,3600.0
CYAY,YAY,medium_airport,St. Anthony Airport,CA,51.391909,-56.08321,108.0,1,4000.0,4000.0
CYAZ,YAZ,medium_airport,Tofino / Long Beach Airport,CA,49.079833,-125.775583,80.0,3,5000.0,4998.666666666667
CYBB,YBB,medium_airport,Kugaaruk Airport,CA,68.534401,-89.808098,56.0,1,5000.0,5000.0
CYBC,YBC,medium_airport,Baie-Comeau Airport,CA,49.1325,-68.204399,71.0,1,6000.0,6000.0
CYBD,QBC,medium_airport,Bella Coola Airport,CA,52.387501,-126.596001,117.0,1,4200.0,4200.0
CYBE,YBE,medium_airport,Uranium City Airport,CA,59.5614013671875,-108.4810028076172,1044.0,1,3930.0,3930.0
CYBF,YBY,medium_airport,Bonnyville Airport,CA,54.304199,-110.744003,1836.0,1,4433.0,4433.0
CYBG,YBG,medium_airport,CFB Bagotville,CA,48.33060073852539,-70.99639892578125,522.0,2,10000.0,8000.0
CYBK,YBK,medium_airport,Baker Lake Airport,CA,64.29889678960001,-96.077796936,59.0,1,4200.0,4200.0
CYBL,YBL,medium_airport,Campbell River Airport,CA,49.950802,-125.271004,346.0,1,6499.0,6499.0
CYBQ,XTL,medium_airport,Tadoule Lake Airport,CA,58.7061,-98.512199,923.0,1,3200.0,3200.0
CYBR,YBR,medium_airport,Brandon Municipal Airport,CA,49.91,-99.951897,1343.0,3,6500.0,4098.333333333333
CYBT,YBT,medium_airport,Brochet Airport,CA,57.8894,-101.679001,1136.0,1,3500.0,3500.0
CYBU,,medium_airport,Nipawin Airport,CA,53.33250045776367,-104.00800323486328,1220.0,2,2930.0,2915.0
CYBV,YBV,medium_airport,Berens River Airport,CA,52.358898,-97.018303,728.0,1,2900.0,2900.0
CYBW,,medium_airport,Calgary / Springbank Airport,CA,51.1031,-114.374001,3940.0,2,5000.0,4211.5
CYBX,YBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,CA,51.4436,-57.185299,121.0,1,4500.0,4500.0
CYCA,YRF,medium_airport,Cartwright Airport,CA,53.682501,-57.042303,40.0,1,2500.0,2500.0
CYCB,YCB,medium_airport,Cambridge Bay Airport,CA,69.1081008911,-105.138000488,90.0,1,5000.0,5000.0
CYCC,YCC,medium_airport,Cornwall Regional Airport,CA,45.092637,-74.567724,175.0,1,3500.0,3500.0
CYCD,YCD,medium_airport,Nanaimo Airport,CA,49.05497,-123.869863,92.0,1,6602.0,6602.0
CYCE,YCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,CA,43.285599,-81.508301,824.0,2,5012.0,4706.0
CYCG,YCG,medium_airport,Castlegar/West Kootenay Regional Airport,CA,49.2963981628,-117.632003784,1624.0,1,5300.0,5300.0
CYCH,YCH,medium_airport,Miramichi Airport,CA,47.007801,-65.449203,108.0,4,10006.0,7054.75
CYCL,YCL,medium_airport,Charlo Airport,CA,47.990799,-66.330299,132.0,1,6000.0,6000.0
CYCN,YCN,medium_airport,Cochrane Airport,CA,49.10559844970703,-81.01360321044922,861.0,1,4500.0,4500.0
CYCO,YCO,medium_airport,Kugluktuk Airport,CA,67.816704,-115.143997,74.0,1,5500.0,5500.0
CYCP,,medium_airport,Blue River Airport,CA,52.11669921875,-119.28299713134766,2240.0,1,5000.0,5000.0
CYCQ,YCQ,medium_airport,Chetwynd Airport,CA,55.687198638916016,-121.6269989013672,2000.0,1,4484.0,4484.0
CYCR,YCR,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,CA,54.610599517822266,-97.76080322265624,709.0,1,3990.0,3990.0
CYCS,YCS,medium_airport,Chesterfield Inlet Airport,CA,63.3469009399,-90.7311019897,32.0,1,3600.0,3600.0
CYCY,YCY,medium_airport,Clyde River Airport,CA,70.4860992432,-68.5167007446,87.0,1,3500.0,3500.0
CYDA,YDA,medium_airport,Dawson City Airport,CA,64.04309844970703,-139.1280059814453,1215.0,1,5000.0,5000.0
CYDB,YDB,medium_airport,Burwash Airport,CA,61.371101,-139.041,2647.0,1,5000.0,5000.0
CYDC,,medium_airport,Princeton Airport,CA,49.4681015015,-120.511001587,2298.0,1,3932.0,3932.0
CYDF,YDF,medium_airport,Deer Lake Airport,CA,49.21080017089844,-57.39139938354492,72.0,1,8005.0,8005.0
CYDM,XRR,medium_airport,Ross River Airport,CA,61.9706001282,-132.42300415,2314.0,1,5000.0,5000.0
CYDN,YDN,medium_airport,Dauphin Barker Airport,CA,51.10079956054688,-100.052001953125,999.0,3,5000.0,3233.3333333333335
CYDO,YDO,medium_airport,Dolbeau St Felicien Airport,CA,48.778499603271,-72.375,372.0,1,4971.0,4971.0
CYDP,YDP,medium_airport,Nain Airport,CA,56.550778,-61.682224,22.0,1,2000.0,2000.0
CYDQ,YDQ,medium_airport,Dawson Creek Airport,CA,55.7422981262207,-120.18299865722656,2148.0,1,5000.0,5000.0
CYEE,,medium_airport,Huronia Airport,CA,44.6833000183,-79.9282989502,770.0,1,3998.0,3998.0
CYEG,YEG,large_airport,Edmonton International Airport,CA,53.3097000122,-113.580001831,2373.0,2,11000.0,10600.0
CYEK,YEK,medium_airport,Arviat Airport,CA,61.0942001343,-94.0708007812,32.0,1,4000.0,4000.0
CYEL,YEL,medium_airport,Elliot Lake Municipal Airport,CA,46.351398468,-82.5614013672,1087.0,1,4500.0,4500.0
CYEM,YEM,medium_airport,Manitoulin East Municipal Airport,CA,45.842435,-81.857595,869.0,1,3500.0,3500.0
CYEN,YEN,medium_airport,Estevan Airport,CA,49.2103004456,-102.966003418,1905.0,2,5000.0,4000.0
CYER,YER,medium_airport,Fort Severn Airport,CA,56.01890182495117,-87.67610168457031,48.0,1,3500.0,3500.0
CYET,YET,medium_airport,Edson Airport,CA,53.5788993835,-116.464996338,3043.0,1,6000.0,6000.0
CYEV,YEV,medium_airport,Inuvik Mike Zubko Airport,CA,68.30419921880001,-133.483001709,224.0,1,6000.0,6000.0
CYEY,YEY,medium_airport,Amos/Magny Airport,CA,48.563903,-78.249702,1068.0,1,5000.0,5000.0
CYFA,YFA,medium_airport,Fort Albany Airport,CA,52.20140075683594,-81.6968994140625,48.0,1,3500.0,3500.0
CYFB,YFB,medium_airport,Iqaluit Airport,CA,63.756402,-68.555801,110.0,1,8605.0,8605.0
CYFC,YFC,medium_airport,Fredericton Airport,CA,45.868900299072266,-66.53720092773438,68.0,2,8005.0,7002.5
CYFE,YFE,medium_airport,Forestville Airport,CA,48.74610137939453,-69.09719848632812,293.0,1,5000.0,5000.0
CYFH,YFH,medium_airport,Fort Hope Airport,CA,51.5619010925293,-87.90779876708984,899.0,1,3500.0,3500.0
CYFJ,YTM,medium_airport,Mont-Tremblant International Airport,CA,46.409401,-74.779999,827.0,1,5587.0,5587.0
CYFO,YFO,medium_airport,Flin Flon Airport,CA,54.6781005859375,-101.68199920654295,997.0,1,5000.0,5000.0
CYFR,YFR,medium_airport,Fort Resolution Airport,CA,61.1808013916,-113.690002441,526.0,1,4000.0,4000.0
CYFS,YFS,medium_airport,Fort Simpson Airport,CA,61.76020050048828,-121.23699951171876,555.0,1,6000.0,6000.0
CYFT,YMN,medium_airport,Makkovik Airport,CA,55.077335,-59.187942,234.0,1,2500.0,2500.0
CYGB,YGB,medium_airport,Texada Gillies Bay Airport,CA,49.69419860839844,-124.51799774169922,326.0,1,3000.0,3000.0
CYGD,,medium_airport,Goderich Airport,CA,43.7668991089,-81.7106018066,712.0,3,5000.0,3290.0
CYGE,,medium_airport,Golden Airport,CA,51.299196,-116.982002,2575.0,1,4500.0,4500.0
CYGH,YGH,medium_airport,Fort Good Hope Airport,CA,66.24079895019531,-128.6510009765625,268.0,1,3000.0,3000.0
CYGK,YGK,medium_airport,Kingston Norman Rogers Airport,CA,44.22529983520508,-76.5969009399414,305.0,2,5000.0,4466.5
CYGL,YGL,medium_airport,La Grande Rivière Airport,CA,53.625301361083984,-77.7042007446289,639.0,1,6500.0,6500.0
CYGM,YGM,medium_airport,Gimli Industrial Park Airport,CA,50.62810134887695,-97.04329681396484,753.0,1,6800.0,6800.0
CYGO,YGO,medium_airport,Gods Lake Narrows Airport,CA,54.55889892578125,-94.49140167236328,617.0,1,3810.0,3810.0
CYGP,YGP,medium_airport,Gaspé (Michel-Pouliot) Airport,CA,48.7752990723,-64.4785995483,112.0,1,5488.0,5488.0
CYGQ,YGQ,medium_airport,Geraldton Greenstone Regional Airport,CA,49.77830123901367,-86.93939971923828,1144.0,1,5000.0,5000.0
CYGR,YGR,medium_airport,Îles-de-la-Madeleine Airport,CA,47.425242,-61.778612,35.0,2,4500.0,4050.0
CYGT,YGT,medium_airport,Igloolik Airport,CA,69.3647003174,-81.8161010742,174.0,1,4095.0,4095.0
CYGV,YGV,medium_airport,Havre-Saint-Pierre Airport,CA,50.281898,-63.611401,124.0,1,4500.0,4500.0
CYGW,YGW,medium_airport,Kuujjuarapik Airport,CA,55.28189849853516,-77.76529693603516,34.0,1,5052.0,5052.0
CYGX,YGX,medium_airport,Gillam Airport,CA,56.35749816894531,-94.71060180664062,476.0,1,5000.0,5000.0
CYHA,YQC,medium_airport,Quaqtaq Airport,CA,61.0463981628418,-69.6177978515625,103.0,1,3520.0,3520.0
CYHD,YHD,medium_airport,Dryden Regional Airport,CA,49.831699,-92.744202,1354.0,2,6000.0,4000.0
CYHE,YHE,medium_airport,Hope Airport / FVRD Regional Airpark,CA,49.368865,-121.49495,128.0,1,3960.0,3960.0
CYHF,YHF,medium_airport,Hearst René Fontaine Municipal Airport,CA,49.71419906616211,-83.68609619140625,827.0,1,4500.0,4500.0
CYHH,YNS,medium_airport,Nemiscau Airport,CA,51.69110107421875,-76.1355972290039,802.0,1,5000.0,5000.0
CYHI,YHI,medium_airport,Ulukhaktok Holman Airport,CA,70.76280212402344,-117.80599975585938,117.0,1,4300.0,4300.0
CYHK,YHK,medium_airport,Gjoa Haven Airport,CA,68.635597229,-95.8497009277,152.0,1,4400.0,4400.0
CYHM,YHM,medium_airport,John C. Munro Hamilton International Airport,CA,43.1735992432,-79.93499755859999,780.0,2,10006.0,8008.0
CYHN,YHN,medium_airport,Hornepayne Municipal Airport,CA,49.19309997558594,-84.75890350341797,1099.0,1,3500.0,3500.0
CYHO,YHO,medium_airport,Hopedale Airport,CA,55.448757,-60.228124,39.0,1,2500.0,2500.0
CYHR,YHR,medium_airport,Chevery Airport,CA,50.46889877319336,-59.63669967651367,39.0,1,4500.0,4500.0
CYHT,YHT,medium_airport,Haines Junction Airport,CA,60.7892,-137.546005,2150.0,1,5000.0,5000.0
CYHU,YHU,medium_airport,Montréal / Saint-Hubert Airport,CA,45.5175018311,-73.4169006348,90.0,3,7840.0,4853.333333333333
CYHY,YHY,medium_airport,Hay River / Merlyn Carter Airport,CA,60.8396987915,-115.782997131,541.0,2,6000.0,5000.5
CYHZ,YHZ,large_airport,Halifax / Stanfield International Airport,CA,44.8807983398,-63.5085983276,477.0,2,10500.0,9100.0
CYIB,YIB,medium_airport,Atikokan Municipal Airport,CA,48.7738990784,-91.6386032104,1408.0,1,3500.0,3500.0
CYID,YDG,medium_airport,Digby / Annapolis Regional Airport,CA,44.5458450365,-65.7854247093,499.0,1,3950.0,3950.0
CYIF,YIF,medium_airport,St Augustin Airport,CA,51.2117004395,-58.6582984924,20.0,1,4590.0,4590.0
CYIK,YIK,medium_airport,Ivujivik Airport,CA,62.41730117797852,-77.92530059814453,126.0,1,3521.0,3521.0
CYIO,YIO,medium_airport,Pond Inlet Airport,CA,72.6832962036,-77.9666976929,181.0,1,4000.0,4000.0
CYIV,YIV,medium_airport,Island Lake Airport,CA,53.857200622558594,-94.65360260009766,770.0,1,4000.0,4000.0
CYJF,YJF,medium_airport,Fort Liard Airport,CA,60.2358016968,-123.46900177,708.0,1,3000.0,3000.0
CYJN,YJN,medium_airport,St Jean Airport,CA,45.29439926147461,-73.28109741210938,136.0,3,4000.0,3079.6666666666665
CYJT,YJT,medium_airport,Stephenville Airport,CA,48.5442008972168,-58.54999923706055,84.0,2,10000.0,6950.0
CYKA,YKA,medium_airport,Kamloops Airport,CA,50.7022018433,-120.444000244,1133.0,2,8000.0,5037.0
CYKD,LAK,medium_airport,Aklavik/Freddie Carmichael Airport,CA,68.223297,-135.00599,23.0,2,3000.0,3000.0
CYKF,YKF,medium_airport,Waterloo Airport,CA,43.4608001709,-80.3786010742,1055.0,2,7002.0,5551.0
CYKG,YWB,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,CA,61.5886001587,-71.929397583,501.0,1,3511.0,3511.0
CYKJ,YKJ,medium_airport,Key Lake Airport,CA,57.25609970092773,-105.61799621582033,1679.0,1,5200.0,5200.0
CYKL,YKL,medium_airport,Schefferville Airport,CA,54.805301666259766,-66.8052978515625,1709.0,1,5000.0,5000.0
CYKO,AKV,medium_airport,Akulivik Airport,CA,60.81859970092773,-78.14859771728516,75.0,1,3510.0,3510.0
CYKQ,YKQ,medium_airport,Waskaganish Airport,CA,51.47330093383789,-78.75830078125,80.0,1,3500.0,3500.0
CYKX,YKX,medium_airport,Kirkland Lake Airport,CA,48.21030044555664,-79.98139953613281,1157.0,1,4500.0,4500.0
CYKY,YKY,medium_airport,Kindersley Airport,CA,51.5175018311,-109.180999756,2277.0,2,3507.0,2894.0
CYKZ,YKZ,medium_airport,Buttonville Municipal Airport,CA,43.86220169067383,-79.37000274658203,650.0,2,3897.0,3295.5
CYLA,YPJ,medium_airport,Aupaluk Airport,CA,59.29669952392578,-69.59970092773438,119.0,1,3521.0,3521.0
CYLD,YLD,medium_airport,Chapleau Airport,CA,47.81999969482422,-83.3467025756836,1470.0,2,5000.0,4000.0
CYLH,YLH,medium_airport,Lansdowne House Airport,CA,52.19559860229492,-87.93419647216797,834.0,1,3500.0,3500.0
CYLJ,YLJ,medium_airport,Meadow Lake Airport,CA,54.125301361083984,-108.52300262451172,1576.0,2,5000.0,3645.0
CYLK,YSG,medium_airport,Lutselk'e Airport,CA,62.418303,-110.681998,596.0,1,2996.0,2996.0
CYLL,YLL,medium_airport,Lloydminster Airport,CA,53.309200286865234,-110.072998046875,2193.0,2,5577.0,3538.5
CYLR,YLR,medium_airport,Leaf Rapids Airport,CA,56.513301849365234,-99.98529815673828,959.0,1,3000.0,3000.0
CYLT,YLT,medium_airport,Alert Airport,CA,82.517799,-62.280602,100.0,1,5500.0,5500.0
CYLU,XGR,medium_airport,Kangiqsualujjuaq (Georges River) Airport,CA,58.711399,-65.992798,215.0,1,3521.0,3521.0
CYLW,YLW,medium_airport,Kelowna International Airport,CA,49.9561,-119.377998,1421.0,1,8900.0,8900.0
CYMA,YMA,medium_airport,Mayo Airport,CA,63.61640167236328,-135.8679962158203,1653.0,1,4856.0,4856.0
CYME,YME,medium_airport,Matane Airport,CA,48.85689926147461,-67.45330047607422,102.0,1,5500.0,5500.0
CYMG,YMG,medium_airport,Manitouwadge Airport,CA,49.08390045166016,-85.86060333251953,1198.0,1,3600.0,3600.0
CYMH,YMH,medium_airport,Mary's Harbour Airport,CA,52.302837,-55.847626,38.0,1,2500.0,2500.0
CYMJ,YMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,50.330299377441406,-105.55899810791016,1892.0,3,8326.0,6335.333333333333
CYML,YML,medium_airport,Charlevoix Airport,CA,47.59749984741211,-70.2238998413086,977.0,1,4500.0,4500.0
CYMM,YMM,medium_airport,Fort McMurray Airport,CA,56.653301239,-111.222000122,1211.0,1,7503.0,7503.0
CYMO,YMO,medium_airport,Moosonee Airport,CA,51.29109954833984,-80.60780334472656,30.0,2,4000.0,3750.0
CYMT,YMT,medium_airport,Chapais Airport,CA,49.77190017700195,-74.5280990600586,1270.0,1,6496.0,6496.0
CYMU,YUD,medium_airport,Umiujaq Airport,CA,56.53609848022461,-76.51830291748047,250.0,1,3500.0,3500.0
CYMX,YMX,medium_airport,Montreal International (Mirabel) Airport,CA,45.679501,-74.038696,270.0,2,12000.0,10426.0
CYNA,YNA,medium_airport,Natashquan Airport,CA,50.18999862670898,-61.78919982910156,39.0,1,4494.0,4494.0
CYNC,YNC,medium_airport,Wemindji Airport,CA,53.01060104370117,-78.83110046386719,66.0,1,3510.0,3510.0
CYND,YND,medium_airport,Ottawa / Gatineau Airport,CA,45.521702,-75.563599,211.0,1,6000.0,6000.0
CYNE,YNE,medium_airport,Norway House Airport,CA,53.95830154418945,-97.84420013427734,734.0,1,3922.0,3922.0
CYNL,YNL,medium_airport,Points North Landing Airport,CA,58.27669906616211,-104.08200073242188,1605.0,1,6000.0,6000.0
CYNM,YNM,medium_airport,Matagami Airport,CA,49.76169967651367,-77.80280303955078,918.0,1,5000.0,5000.0
CYNN,,medium_airport,Nejanilini Lake Airport,CA,59.4874992371,-97.7802963257,1000.0,1,3350.0,3350.0
CYOA,YOA,medium_airport,Ekati Airport,CA,64.6988983154,-110.614997864,1536.0,1,6411.0,6411.0
CYOC,YOC,medium_airport,Old Crow Airport,CA,67.57060241699219,-139.83900451660156,824.0,1,4900.0,4900.0
CYOD,YOD,medium_airport,CFB Cold Lake,CA,54.40499877929688,-110.27899932861328,1775.0,3,12600.0,10290.0
CYOH,YOH,medium_airport,Oxford House Airport,CA,54.93330001831055,-95.27890014648438,663.0,1,3828.0,3828.0
CYOJ,YOJ,medium_airport,High Level Airport,CA,58.62139892578125,-117.16500091552734,1110.0,1,5000.0,5000.0
CYOO,YOO,medium_airport,Oshawa Executive Airport,CA,43.922798,-78.894997,460.0,2,4000.0,3327.0
CYOP,YOP,medium_airport,Rainbow Lake Airport,CA,58.49140167236328,-119.40799713134766,1759.0,1,4539.0,4539.0
CYOS,YOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,CA,44.5903015137,-80.8375015259,1007.0,1,3932.0,3932.0
CYOW,YOW,large_airport,Ottawa Macdonald-Cartier International Airport,CA,45.322498,-75.669197,374.0,3,10000.0,7100.0
CYPA,YPA,medium_airport,Prince Albert Glass Field,CA,53.2141990662,-105.672996521,1405.0,2,5000.0,3750.0
